37,21,22,19,13,39
2,3,30,33,31,34
6,7,41,25,38,16
45,39,17,36,32,38
35,41,23,3,25,37
35,36,30,43,34,41
24,32,13,21,2,4
21,43,44,12,39,6
25,23,27,44,8,21
30,36,26,24,43,45
6,42,41,43,21,9
8,29,15,38,4,24
27,16,33,11,41,37
29,30,42,45,15,9
38,23,4,6,43,8
15,42,13,7,25,1
23,3,32,11,30,24
20,26,6,43,25,31
33,14,40,4,6,28
33,5,44,32,4,23
17,30,34,28,14,19
26,31,40,14,43,20
34,30,31,19,42,17
7,26,12,21,2,3
10,36,25,38,41,24
17,28,45,39,35,38
12,32,17,40,37,19
33,42,29,17,43,2
32,3,15,43,42,6
10,33,25,5,28,2
39,45,36,10,15,20
41,31,42,26,30,35
32,21,2,14,6,26
20,27,36,9,22,2
31,3,34,35,13,8
4,16,1,37,29,23
28,10,22,13,6,18
30,9,11,19,25,21
3,37,14,9,30,18
7,41,39,14,23,28
19,32,29,36,24,17
43,14,30,3,4,17
23,38,4,27,30,39
28,40,41,43,1,15
15,43,38,18,13,41
3,35,24,1,28,41
9,12,7,19,34,10
38,8,25,4,14,10
20,40,33,24,34,29
4,22,26,24,28,42
18,11,9,15,33,14
3,38,2,44,20,28
34,25,12,5,22,36
13,12,4,18,1,15
12,36,18,31,6,15
30,29,11,1,23,2
23,20,11,1,22,8
22,21,5,35,9,17
45,1,36,12,17,38
15,38,9,45,21,23
31,7,42,29,35,45
23,24,35,4,45,16
2,11,27,41,42,26
10,22,27,1,32,6
25,19,12,32,31,38
23,45,34,16,11,38
31,6,13,28,41,2
20,10,7,11,19,42
28,36,45,42,30,20
37,5,17,33,11,22
17,14,40,12,31,4
41,5,10,42,18,36
5,6,9,13,34,11
33,1,37,31,41,20
33,14,18,9,39,24
31,26,3,42,12,44
34,39,33,31,35,45
12,30,33,45,9,27
42,24,16,1,34,17
22,10,17,11,16,27
32,2,4,40,6,25
3,12,40,10,25,41
23,3,11,38,19,12
32,34,6,37,13,15
8,30,37,31,20,2
28,23,7,45,34,42
18,25,9,42,32,45
21,23,31,7,29,36
6,25,28,22,40,35
35,32,21,33,17,38
38,27,2,18,17,3
23,42,2,32,24,37
9,5,26,15,33,8
6,25,36,12,23,44
40,30,5,45,8,32
5,22,25,39,6,43
4,7,29,33,35,19
1,36,13,9,20,45
13,27,38,2,5,4
24,32,44,35,15,28
3,12,5,11,21,17
29,2,23,41,4,5
43,4,17,15,36,33
32,37,40,33,4,13
1,40,25,20,30,6
44,20,36,24,9,25
34,3,16,12,4,42
43,4,1,6,20,16
30,33,2,29,37,8
25,1,44,20,23,5
28,39,35,5,4,14
44,25,9,35,2,31
17,25,37,36,6,9
1,34,6,4,19,42
37,45,8,27,15,26
12,30,11,8,39,1
33,7,40,8,32,17
12,16,34,41,35,19
34,44,24,38,17,8
12,14,8,26,1,9
33,6,41,27,29,13
8,14,28,12,42,6
32,26,25,33,21,11
13,38,41,37,7,18
36,31,35,19,45,15
7,32,44,12,17,35
6,29,27,7,33,32
30,28,33,26,15,34
16,37,14,38,34,9
39,27,19,40,28,42
36,20,33,15,19,17
31,6,29,11,36,26
26,32,6,4,2,38
13,45,19,16,8,43
15,29,27,13,2,8
11,24,36,13,42,15
10,2,5,29,12,9
22,33,24,18,2,16
43,18,4,26,17,34
5,39,27,4,25,7
36,35,19,9,33,29
11,35,14,6,15,3
20,5,25,23,36,9
8,38,19,9,16,41
11,22,43,17,24,2
23,22,19,3,24,34
30,19,5,9,4,38
21,3,2,14,45,5
13,17,44,43,16,11
38,40,23,8,14,19
36,10,28,38,26,1
3,1,35,7,36,30
15,17,41,39,9,8
43,3,20,34,7,23
25,4,38,31,40,7
11,37,35,14,29,39
11,21,13,43,15,7
26,42,13,1,40,43
1,14,17,16,21,22
15,2,43,10,16,40
45,25,12,40,1,33
3,29,34,40,1,36
5,28,26,27,12,3
44,34,39,11,20,43
9,17,41,20,16,33
43,21,8,2,30,18
45,7,41,18,26,6
16,26,13,38,41,33
35,40,11,28,2,6
14,37,21,4,25,31
33,15,25,14,38,30
21,25,43,39,3,38
38,21,14,6,5,40
31,16,21,9,30,22
16,19,2,33,38,43
42,28,10,31,11,26
3,33,28,18,17,36
41,38,19,35,26,9
33,27,18,9,10,25
30,4,37,23,11,19
38,5,42,6,10,28
36,3,25,7,44,5
18,34,28,3,26,38
10,24,6,17,20,1
7,27,23,11,10,18
45,25,31,32,10,7
36,35,30,20,15,10
6,7,42,21,34,43
19,9,14,45,26,27
36,28,30,22,3,37
42,31,44,26,33,35
42,39,19,2,20,40
21,42,10,40,45,30
2,23,13,45,36,12
31,20,5,24,7,14
27,39,24,30,12,26
19,7,25,41,24,17
34,19,24,29,18,26
34,30,37,2,15,29
32,9,14,2,15,37
20,41,7,13,28,18
25,44,15,26,23,22
27,35,28,2,38,8
36,33,39,23,22,26
24,40,44,3,12,18
38,34,21,28,22,6
42,12,39,28,19,4
14,25,33,39,4,7
22,40,25,4,27,5
19,31,32,4,23,27
41,3,9,31,34,7
7,20,32,11,25,39
11,17,19,8,2,36
1,40,41,36,23,14
30,40,24,4,42,20
38,34,12,32,16,41
28,37,27,33,43,35
29,45,11,16,34,23
31,13,22,33,1,18
4,12,29,3,24,13
19,36,28,25,1,24
25,10,14,42,9,1
40,14,20,25,36,4
19,34,25,12,32,4
10,11,33,16,4,40
10,23,11,28,37,33
22,43,21,4,9,36
38,13,37,5,30,32
39,45,5,24,25,3
38,43,14,15,22,40
10,2,44,24,30,5
37,34,3,28,21,14
22,4,34,40,37,19
6,4,29,11,41,44
17,30,26,44,35,9
29,44,10,35,39,34
8,1,38,43,36,17
29,11,18,22,15,44
7,40,9,18,11,45
6,39,25,13,20,12
36,13,19,38,16,12
5,45,1,3,12,6
12,31,21,24,22,34
45,9,12,29,14,20
26,45,29,1,9,40
26,8,23,44,36,41
6,17,15,43,5,29
3,7,25,24,27,17
37,13,12,1,36,30
6,18,35,13,16,1
39,17,26,31,24,44
26,32,38,39,37,42
3,25,31,17,20,21
2,29,18,28,14,26
18,38,6,39,12,44
43,11,12,23,21,2
26,2,31,44,19,21
5,34,6,20,2,16
38,30,15,18,22,35
12,6,7,33,14,1
25,14,28,17,41,33
44,19,41,1,9,39
22,29,33,18,17,36
1,27,30,25,35,23
12,15,40,20,14,17
12,18,41,7,29,37
2,7,17,20,35,14
19,3,26,18,30,23
18,16,43,1,44,13
26,24,42,28,30,21
33,28,8,36,44,15
1,41,17,10,19,27
38,17,7,32,42,40
30,18,3,44,19,15
18,43,39,3,14,6
25,33,41,14,27,37
41,36,19,15,22,44
33,24,20,6,42,19
37,45,34,6,19,9
38,19,2,22,43,28
12,31,24,35,16,37
7,21,16,42,26,45
31,36,43,37,42,30
22,6,36,34,35,41
38,28,3,17,18,39
24,40,33,3,38,34
28,8,4,1,38,14
30,10,38,35,23,3
21,10,25,14,7,6
40,43,42,28,33,34
35,3,22,18,32,13
29,43,10,35,26,21
